Surface,Round,Winner,Loser,WRank,LRank,WPts,LPts,Year
Hard,1st Round,Tomljanovic A.,Sevastova A.,52,33,1095,1518,2020
Hard,1st Round,Kontaveit A.,Sharma A.,31,111,1575,597,2020
Hard,1st Round,Suarez Navarro C.,Sabalenka A.,54,12,1048,3025,2020
Hard,2nd Round,Zhang S.,Mcnally C.,35,116,1505,552,2020
Hard,2nd Round,Wozniacki C.,Yastremska D.,36,21,1463,2070,2020
Hard,2nd Round,Wang Q.,Ferro F.,29,63,1593,944,2020
Hard,3rd Round,Muguruza G.,Svitolina E.,32,5,1526,5075,2020
Hard,4th Round,Kvitova P.,Sakkari M.,8,23,4436,1845,2020
Hard,Semifinals,Muguruza G.,Halep S.,32,3,1526,5561,2020
Hard,1st Round,Plipuech P.,Paquet C.,286,165,194,359,2020
Hard,Semifinals,Linette M.,Tig P.M.,42,105,1212,623,2020
Hard,1st Round,Alexandrova E.,Kasatkina D.,28,71,1700,850,2020
Hard,Quarterfinals,Bertens K.,Potapova A.,8,101,3965,651,2020
Hard,Semifinals,Halep S.,Brady J.,2,52,5796,1104,2020
Hard,1st Round,Strycova B.,Martic P.,34,14,1471,2770,2020
Hard,2nd Round,Anisimova A.,Svitolina E.,29,7,1613,4301,2020
Hard,2nd Round,Kuznetsova S.,Swiatek I.,46,50,1178,1079,2020
Hard,Quarterfinals,Sabalenka A.,Zheng S.,13,37,2815,1380,2020
Hard,1st Round,Bara I.,Babos T.,168,99,357,650,2020
Hard,1st Round,Cornet A.,Lottner A.,58,162,985,379,2020
Hard,Quarterfinals,Kenin S.,Dodin O.,5,130,4365,487,2020
Hard,Quarterfinals,Van Uytvanck A.,Garcia C.,62,46,955,1145,2020
Hard,1st Round,Svitolina E.,Kovinic D.,7,88,4301,714,2020
Hard,Quarterfinals,Rus A.,Peterson R.,76,45,789,1195,2020
Hard,Semifinals,Svitolina E.,Rus A.,7,76,4301,789,2020
Clay,2nd Round,Ferro F.,Alexandrova E.,53,27,1047,1775,2020
Clay,2nd Round,Cocciaretto E.,Vekic D.,156,24,402,1880,2020
Hard,1st Round,Linette M.,Davis L.,36,62,1472,967,2020
Hard,1st Round,Brady J.,Watson H.,49,51,1144,1122,2020
Hard,1st Round,Putintseva Y.,Tomljanovic A.,33,56,1525,1035,2020
Hard,1st Round,Williams V.,Azarenka V.,67,58,900,992,2020
Hard,1st Round,Fernandez L.,Stephens S.,120,37,569,1453,2020
Hard,2nd Round,Brady J.,Linette M.,49,36,1144,1472,2020
Hard,2nd Round,Bellis C.,Pegula J.,302,81,180,783,2020
Hard,Quarterfinals,Teichmann J.,Bellis C.,63,302,924,180,2020
Clay,1st Round,Pliskova Kr.,Fruhvirtova L.,69,820,880,23,2020
Clay,Quarterfinals,Halep S.,Frech M.,2,174,6076,360,2020
Hard,1st Round,Bouzkova M.,Kalinskaya A.,48,117,1189,596,2020
Hard,3rd Round,Azarenka V.,Cornet A.,59,60,992,985,2020
Hard,3rd Round,Osaka N.,Yastremska D.,10,25,3625,1835,2020
Clay,1st Round,Paolini J.,Voegele S.,97,114,689,612,2020
Clay,2nd Round,Bouchard E.,Kuznetsova S.,272,34,214,1527,2020
Clay,Quarterfinals,Bouchard E.,Kovinic D.,272,92,214,714,2020
Hard,1st Round,Vondrousova M.,Minnen G.,19,107,2308,636,2020
Hard,1st Round,Kvitova P.,Begu I.,12,73,3566,872,2020
Hard,1st Round,Sevastova A.,Gauff C.,45,51,1288,1174,2020
Hard,1st Round,Martic P.,Martincova T.,15,136,2850,488,2020
Hard,1st Round,Putintseva Y.,Montgomery R.,35,593,1525,54,2020
Hard,1st Round,Brady J.,Blinkova A.,41,62,1395,984,2020
Hard,1st Round,Jabeur O.,Kawa K.,31,125,1573,531,2020
Hard,2nd Round,Jabeur O.,Kanepi K.,31,100,1573,656,2020
Hard,2nd Round,Vekic D.,Tig P.M.,24,88,1880,759,2020
Hard,2nd Round,Williams S.,Gasparyan M.,8,117,4080,601,2020
Hard,3rd Round,Williams S.,Stephens S.,8,39,4080,1453,2020
Clay,1st Round,Linette M.,Ostapenko J.,35,43,1542,1360,2020
Clay,2nd Round,Kovinic D.,Bencic B.,86,10,812,4010,2020
Clay,3rd Round,Pliskova Ka.,Blinkova A.,4,65,5205,984,2020
Clay,3rd Round,Putintseva Y.,Rybakina E.,30,18,1825,2501,2020
Clay,Quarterfinals,Pliskova Ka.,Mertens E.,4,20,5205,2360,2020
Clay,1st Round,Sabalenka A.,Perez E.,12,240,3615,263,2020
Clay,1st Round,Ostapenko J.,Davis L.,43,68,1360,967,2020
Clay,2nd Round,Svitolina E.,Linette M.,5,36,4740,1573,2020
Clay,Quarterfinals,Rybakina E.,Zhang S.,18,40,2546,1475,2020
Clay,1st Round,Sakkari M.,Tomljanovic A.,24,64,2240,1035,2020
Clay,1st Round,Pironkova T.,Petkovic A.,157,95,430,750,2020
Clay,1st Round,Swiatek I.,Vondrousova M.,53,19,1200,2538,2020
Clay,1st Round,Tauson C.,Brady J.,187,25,354,2165,2020
Clay,2nd Round,Anisimova A.,Pera B.,29,61,1905,1075,2020
Clay,2nd Round,Garcia C.,Sasnovich A.,45,96,1325,738,2020
Clay,2nd Round,Bara I.,Van Uytvanck A.,142,65,479,1035,2020
Clay,3rd Round,Swiatek I.,Bouchard E.,53,168,1200,411,2020
Clay,3rd Round,Zhang S.,Burel C.,40,415,1475,109,2020
Clay,3rd Round,Kenin S.,Bara I.,6,142,4700,479,2020
Clay,1st Round,Kontaveit A.,Alexandrova E.,22,33,2330,1775,2020
Clay,1st Round,Ostapenko J.,Martic P.,44,18,1485,2850,2020
Clay,Semifinals,Sabalenka A.,Brady J.,12,26,3675,2165,2020
Hard,1st Round,Putintseva Y.,Trevisan M.,28,85,2015,879,2021
Hard,1st Round,Muguruza G.,Mladenovic K.,15,50,3016,1335,2021
Hard,1st Round,Watson H.,Burrage J.,58,263,1156,242,2021
Hard,2nd Round,Zidansek T.,Fernandez L.A.,87,88,840,838,2021
Hard,2nd Round,Badosa P.,Cornet A.,70,53,1018,1290,2021
Hard,2nd Round,Svitolina E.,Zvonareva V.,5,164,5260,440,2021
Hard,3rd Round,Kudermetova V.,Badosa P.,46,70,1453,1018,2021
Hard,Semifinals,Sabalenka A.,Sakkari M.,10,22,4220,2405,2021
Hard,1st Round,Jabeur O.,Blinkova A.,30,61,1908,1114,2021
Hard,1st Round,Kontaveit A.,Mchale C.,23,82,2330,909,2021
Hard,Quarterfinals,Sakkari M.,Kerber A.,22,25,2490,2271,2021
Hard,The Final,Li A.,Kontaveit A.,99,23,767,2330,2021
Hard,1st Round,Boulter K.,Kalinskaya A.,371,114,131,650,2021
Hard,2nd Round,Muchova K.,Mcnally C.,27,122,2065,632,2021
Hard,2nd Round,Konta J.,Pera B.,14,63,3152,1105,2021
Hard,2nd Round,Kasatkina D.,Hercog P.,71,49,1010,1335,2021
Hard,3rd Round,Mertens E.,Garcia C.,20,44,2650,1495,2021
Hard,3rd Round,Osaka N.,Boulter K.,3,371,5780,131,2021
Hard,1st Round,Gavrilova D.,Kuzmova V.,452,98,96,775,2021
Hard,2nd Round,Pavlyuchenkova A.,Sevastova A.,39,54,1630,1288,2021
Hard,Semifinals,Muguruza G.,Vondrousova M.,15,21,3070,2538,2021
Hard,1st Round,Ferro F.,Siniakova K.,46,62,1497,1135,2021
Hard,1st Round,Andreescu B.,Buzarnescu M.,9,138,4555,558,2021
Hard,1st Round,Muguruza G.,Gasparyan M.,14,127,3320,601,2021
Hard,1st Round,Alexandrova E.,Trevisan M.,32,89,1900,879,2021
Hard,1st Round,Kontaveit A.,Sasnovich A.,22,92,2575,838,2021
Hard,1st Round,Danilovic O.,Martic P.,183,19,384,2850,2021
Hard,2nd Round,Hsieh S.W.,Andreescu B.,71,9,1035,4555,2021
Hard,2nd Round,Errani S.,Williams V.,134,81,584,958,2021
Hard,2nd Round,Rogers S.,Danilovic O.,57,183,1221,384,2021
Hard,3rd Round,Pegula J.,Mladenovic K.,61,52,1138,1335,2021
Hard,4th Round,Williams S.,Sabalenka A.,11,7,4265,4580,2021
Hard,1st Round,Doi M.,Garcia C.,87,43,896,1520,2021
Hard,1st Round,Brengle M.,Wang Y.,85,98,906,795,2021
Hard,1st Round,Marino R.,Barthel M.,317,212,185,313,2021
Hard,1st Round,Jones F.,Zheng S.,245,44,268,1510,2021
Hard,1st Round,Raina A.,Cocciaretto E.,181,126,395,608,2021
Hard,2nd Round,Martic P.,Marino R.,19,317,2850,185,2021
Hard,3rd Round,Martic P.,Birrell K.,19,739,2850,35,2021
Hard,3rd Round,Teichmann J.,Tig P.M.,58,56,1206,1229,2021
Hard,Quarterfinals,Bouzkova M.,Teichmann J.,50,58,1344,1206,2021
Hard,Quarterfinals,Andreescu B.,Begu I.,9,74,4555,1014,2021
Hard,1st Round,Inglis M.,Stosur S.,136,107,586,727,2021
Hard,2nd Round,Rogers S.,Konta J.,53,16,1421,3206,2021
Hard,2nd Round,Bencic B.,Doi M.,12,86,4010,906,2021
Hard,Semifinals,Kvitova P.,Pegula J.,10,44,4571,1558,2021
Hard,1st Round,Gasparyan M.,Zavatska K.,131,124,621,644,2021
Hard,Quarterfinals,Golubic V.,Minnen G.,130,113,624,696,2021
Hard,1st Round,Rogers S.,Kanepi K.,49,62,1508,1228,2021
Hard,1st Round,Cocciaretto E.,Wang Xiy.,134,131,608,640,2021
Hard,1st Round,Podoroska N.,Olmos G.,46,485,1557,90,2021
Hard,The Final,Sorribes Tormo S.,Bouchard E.,71,144,1110,533,2021
Hard,1st Round,Davis L.,Sherif M.,79,121,1015,691,2021
Hard,2nd Round,Kuznetsova S.,Wang Xin.,39,159,1735,471,2021
Hard,1st Round,Rus A.,Bouzkova M.,84,47,971,1580,2021
Hard,1st Round,Sorribes Tormo S.,Pera B.,58,68,1410,1165,2021
Hard,2nd Round,Svitolina E.,Rogers S.,5,52,5370,1553,2021
Hard,2nd Round,Swiatek I.,Krejcikova B.,16,39,3570,1756,2021
Hard,2nd Round,Samsonova L.,Bertens K.,126,11,675,4505,2021
Hard,3rd Round,Svitolina E.,Alexandrova E.,5,34,5370,1900,2021
Hard,3rd Round,Pegula J.,Pliskova Ka.,33,6,1904,5205,2021
Hard,Quarterfinals,Svitolina E.,Sevastova A.,5,57,5370,1446,2021
Hard,Quarterfinals,Sakkari M.,Osaka N.,25,2,2570,7835,2021
Hard,Quarterfinals,Andreescu B.,Sorribes Tormo S.,9,58,4735,1410,2021
Clay,2nd Round,Parrizas Diaz N.,Rus A.,171,83,421,971,2021
Clay,1st Round,Frech M.,Min G.,159,217,456,324,2021
Clay,1st Round,Sevastova A.,Potapova A.,47,75,1596,1061,2021
Clay,1st Round,Stephens S.,Wang Xin.,57,147,1444,558,2021
Clay,1st Round,Navarro E.,Zarazua R.,481,141,90,579,2021
Clay,2nd Round,Kvitova P.,Sanders S.,11,187,4476,382,2021
Clay,2nd Round,Rogers S.,Anisimova A.,52,33,1558,1960,2021
Clay,3rd Round,Kudermetova V.,Nara K.,38,162,1740,446,2021
Clay,3rd Round,Stephens S.,Tomljanovic A.,57,78,1444,1005,2021
Clay,Semifinals,Kudermetova V.,Badosa P.,38,71,1740,1129,2021
Clay,1st Round,Brengle M.,Vikhlyantseva N.,82,149,974,534,2021
Clay,1st Round,Kovinic D.,Tomova V.,65,125,1190,660,2021
Clay,Quarterfinals,Osorio M.,Tauson C.,135,101,616,819,2021
Clay,Semifinals,Jabeur O.,Kovinic D.,27,65,2225,1190,2021
Clay,1st Round,Cirstea S.,Kozlova K.,67,130,1179,645,2021
Clay,Semifinals,Mertens E.,Kudermetova V.,17,29,3400,2130,2021
Clay,1st Round,Bencic B.,Schunk N.,12,928,4315,20,2021
Clay,Quarterfinals,Barty A.,Pliskova Ka.,1,9,9285,4660,2021
Clay,2nd Round,Pegula J.,Azarenka V.,33,15,1968,3526,2021
Clay,3rd Round,Kvitova P.,Kudermetova V.,12,28,4160,2140,2021
Clay,3rd Round,Barty A.,Swiatek I.,1,17,9655,3453,2021
Clay,1st Round,Martic P.,Rogers S.,25,43,2335,1618,2021
Clay,1st Round,Kvitova P.,Linette M.,10,46,4160,1558,2021
Clay,1st Round,Brady J.,Zhang S.,13,41,3830,1631,2021
Clay,1st Round,Swiatek I.,Riske A.,15,27,3555,2222,2021
Clay,1st Round,Shvedova Y.,Trevisan M.,665,97,47,844,2021
Clay,1st Round,Podoroska N.,Siegemund L.,44,55,1583,1446,2021
Clay,1st Round,Tomljanovic A.,Vondrousova M.,80,21,1045,2746,2021
Clay,2nd Round,Martic P.,Mladenovic K.,25,53,2335,1460,2021
Clay,3rd Round,Pegula J.,Alexandrova E.,31,33,2058,1935,2021
Clay,3rd Round,Barty A.,Kudermetova V.,1,28,10090,2160,2021
Clay,Semifinals,Swiatek I.,Gauff C.,15,35,3555,1866,2021
Clay,1st Round,Putintseva Y.,Juvan K.,35,100,1905,825,2021
Clay,1st Round,Kalinskaya A.,Mladenovic K.,111,59,740,1320,2021
Clay,The Final,Badosa P.,Konjuh A.,44,188,1620,378,2021
Clay,1st Round,Stephens S.,Mcnally C.,65,109,1237,748,2021
Clay,2nd Round,Siniakova K.,Williams S.,68,8,1195,4791,2021
Clay,2nd Round,Errani S.,Sorribes Tormo S.,108,50,749,1535,2021
Clay,2nd Round,Martic P.,Samsonova L.,23,105,2655,764,2021
Clay,1st Round,Burel C.,Gracheva V.,146,88,562,879,2021
Clay,1st Round,Andreescu B.,Lazaro A.,7,279,5265,238,2021
Clay,Quarterfinals,Linette M.,Putintseva Y.,48,43,1558,1680,2021
Clay,Quarterfinals,Krejcikova B.,Alexandrova E.,38,33,1723,1940,2021
Clay,1st Round,Badosa P.,Davis L.,35,86,1870,910,2021
Clay,1st Round,Kovinic D.,Burel C.,62,146,1270,562,2021
Clay,1st Round,Sasnovich A.,Parry D.,103,291,818,227,2021
Clay,1st Round,Brengle M.,Osorio M.,84,98,990,837,2021
Clay,1st Round,Garcia C.,Siegemund L.,58,55,1350,1428,2021
Clay,1st Round,Bencic B.,Podoroska N.,11,42,4140,1687,2021
Clay,1st Round,Giorgi C.,Martic P.,80,23,1020,2660,2021
Clay,1st Round,Brady J.,Sevastova A.,14,48,3830,1615,2021
Clay,1st Round,Krejcikova B.,Pliskova Kr.,33,89,1973,870,2021
Clay,1st Round,Kontaveit A.,Golubic V.,31,72,2145,1126,2021
Clay,1st Round,Alexandrova E.,Williams V.,34,104,1940,814,2021
Clay,1st Round,Muchova K.,Petkovic A.,19,112,2816,742,2021
Clay,2nd Round,Kasatkina D.,Bencic B.,37,11,1800,4140,2021
Clay,2nd Round,Cirstea S.,Trevisan M.,54,97,1444,844,2021
Clay,3rd Round,Swiatek I.,Kontaveit A.,9,31,4435,2145,2021
Clay,4th Round,Gauff C.,Jabeur O.,25,26,2420,2415,2021
Grass,1st Round,Kozlova K.,Gasanova A.,159,173,501,429,2021
Grass,1st Round,Garcia Perez G.,Jones F.,184,187,391,384,2021
Grass,2nd Round,Zhang S.,Rodionova Ar.,46,169,1631,447,2021
Grass,3rd Round,Martincova T.,Garcia Perez G.,94,184,853,391,2021
Grass,The Final,Konta J.,Zhang S.,20,46,2756,1631,2021
Grass,1st Round,Muguruza G.,Cirstea S.,13,45,4000,1614,2021
Grass,2nd Round,Alexandrova E.,Svitolina E.,34,6,1940,5835,2021
Grass,1st Round,Sorribes Tormo S.,Trevisan M.,54,98,1440,841,2021
Grass,2nd Round,Sorribes Tormo S.,Doi M.,54,83,1440,1021,2021
Grass,Quarterfinals,Sorribes Tormo S.,Azarenka V.,54,14,1440,3880,2021
Grass,Quarterfinals,Kerber A.,Anisimova A.,28,81,2265,1040,2021
Grass,The Final,Kerber A.,Siniakova K.,28,76,2265,1085,2021
Grass,1st Round,Andreescu B.,Mchale C.,7,96,5266,847,2021
Grass,1st Round,Collins D.,Hercog P.,48,77,1530,1056,2021
Grass,1st Round,Pattinama Kerkhove L.,Kuznetsova S.,174,40,424,1693,2021
Grass,1st Round,Swiatek I.,Hsieh S.W.,9,69,4465,1189,2021
Grass,1st Round,Petkovic A.,Paolini J.,130,88,622,958,2021
Grass,1st Round,Linette M.,Anisimova A.,44,81,1628,1040,2021
Grass,1st Round,Kasatkina D.,Tig P.M.,35,63,2030,1284,2021
Grass,2nd Round,Samsonova L.,Pegula J.,65,26,1231,2410,2021
Grass,2nd Round,Muguruza G.,Pattinama Kerkhove L.,12,174,4045,424,2021
Grass,2nd Round,Muchova K.,Giorgi C.,22,62,2876,1290,2021
Grass,2nd Round,Pavlyuchenkova A.,Pliskova Kr.,19,106,3300,755,2021
Grass,3rd Round,Golubic V.,Brengle M.,66,82,1231,1025,2021
Grass,3rd Round,Keys M.,Mertens E.,27,16,2405,3685,2021
Grass,3rd Round,Tomljanovic A.,Ostapenko J.,75,34,1110,2050,2021
Grass,3rd Round,Badosa P.,Linette M.,161,44,440,1628,2021
Grass,3rd Round,Barty A.,Siniakova K.,1,64,7875,1235,2021
Grass,4th Round,Sabalenka A.,Rybakina E.,4,20,6195,3123,2021
Grass,Quarterfinals,Kerber A.,Muchova K.,28,22,2240,2876,2021
Grass,Semifinals,Barty A.,Kerber A.,1,28,7875,2240,2021
Grass,The Final,Barty A.,Pliskova Ka.,1,13,7875,3915,2021
Clay,1st Round,Korpatsch T.,Minella M.,141,247,578,281,2021
Clay,1st Round,Ormaechea P.,Tomova V.,255,109,270,770,2021
Clay,1st Round,Bogdan A.,Lepchenko V.,98,155,850,505,2021
Clay,1st Round,Danilovic O.,Korpatsch T.,164,137,464,588,2021
Clay,2nd Round,Collins D.,Jani R.L.,49,186,1529,394,2021
Clay,The Final,Putintseva Y.,Kalinina A.,42,95,1640,858,2021
Clay,1st Round,Kawa K.,Mrdeza T.,143,220,557,323,2021
Clay,1st Round,Anshba A.,Tan H.,321,134,194,610,2021
Clay,2nd Round,Kozlova K.,Sasnovich A.,154,86,507,938,2021
Clay,2nd Round,Kucova K.,Bara I.,150,119,536,701,2021
Clay,Quarterfinals,Zanevska M.,Parrizas Diaz N.,193,117,368,710,2021
Clay,1st Round,Dodin O.,Dulgheru A.,116,372,710,145,2021
Clay,Quarterfinals,Zhang S.,Danilovic O.,60,164,1353,464,2021
Clay,The Final,Collins D.,Ruse E.G.,49,133,1529,613,2021
Hard,1st Round,Stephens S.,Mcnally C.,67,134,1156,630,2021
Hard,2nd Round,Collins D.,Stephens S.,36,67,1855,1156,2021
Hard,Semifinals,Collins D.,Konjuh A.,36,116,1855,723,2021
Hard,1st Round,Giorgi C.,Mertens E.,71,16,1090,3580,2021
Hard,1st Round,Sorribes Tormo S.,Zhao C.,48,291,1520,216,2021
Hard,2nd Round,Sakkari M.,Kudermetova V.,18,33,3295,2040,2021
Hard,2nd Round,Pliskova Ka.,Vekic D.,6,56,4850,1287,2021
Hard,1st Round,Pegula J.,Giorgi C.,30,71,2220,1090,2021
Hard,2nd Round,Rybakina E.,Mertens E.,19,16,3083,3580,2021
Hard,2nd Round,Teichmann J.,Pera B.,65,83,1160,980,2021
Hard,3rd Round,Pliskova Ka.,Pegula J.,6,30,4850,2220,2021
Hard,Quarterfinals,Barty A.,Krejcikova B.,1,10,9635,4113,2021
Hard,Semifinals,Teichmann J.,Pliskova Ka.,65,6,1160,4850,2021
Hard,1st Round,Kanepi K.,Kalinina A.,70,75,1035,1008,2021
Hard,2nd Round,Svitolina E.,Ferro F.,6,80,5030,1000,2021
Hard,1st Round,Hanatani N.,Blinkova A.,402,83,132,954,2021
Hard,1st Round,Siniakova K.,Rogers S.,53,42,1290,1648,2021
Hard,1st Round,Muguruza G.,Vekic D.,10,57,4210,1260,2021
Hard,1st Round,Schmiedlova A.,Krueger A.,93,649,884,53,2021
Hard,1st Round,Samsonova L.,Boulter K.,52,190,1391,394,2021
Hard,2nd Round,Mertens E.,Grammatikopoulou V.,16,234,3330,305,2021
Hard,3rd Round,Svitolina E.,Kasatkina D.,5,27,5210,2340,2021
Hard,3rd Round,Andreescu B.,Minnen G.,7,104,4537,840,2021
Hard,3rd Round,Swiatek I.,Kontaveit A.,8,28,4461,2315,2021
Hard,3rd Round,Pliskova Ka.,Tomljanovic A.,4,46,5530,1490,2021
Hard,Quarterfinals,Sabalenka A.,Krejcikova B.,2,9,7010,4273,2021
Hard,1st Round,Samsonova L.,Doi M.,48,102,1441,781,2021
Hard,1st Round,Vondrousova M.,Van Uytvanck A.,35,57,1776,1140,2021
Hard,2nd Round,Tauson C.,Alexandrova E.,70,33,1035,1866,2021
Hard,Quarterfinals,Ostapenko J.,Cornet A.,30,72,2095,1025,2021
Hard,Quarterfinals,Samsonova L.,Bencic B.,48,12,1441,3820,2021
Hard,1st Round,Mladenovic K.,Radisic N.,68,535,1045,81,2021
Hard,1st Round,Martincova T.,Kucova K.,61,119,1119,696,2021
Hard,2nd Round,Putintseva Y.,Bronzetti L.,44,167,1490,441,2021
Hard,1st Round,Martincova T.,Osorio M.,53,70,1171,1029,2021
Hard,2nd Round,Bencic B.,Inglis M.,12,130,3855,582,2021
Hard,2nd Round,Vondrousova M.,Pavlyuchenkova A.,41,13,1536,3310,2021
Hard,2nd Round,Azarenka V.,Baptiste H.,34,174,1801,423,2021
Hard,1st Round,Friedsam A.L.,Rodionova Ar.,131,150,581,489,2021
Hard,1st Round,Gracheva V.,Pliskova Kr.,88,129,890,589,2021
Hard,1st Round,Potapova A.,Pattinama Kerkhove L.,80,149,945,491,2021
Hard,1st Round,Martincova T.,Krueger A.,52,609,1196,63,2021
Hard,1st Round,Sevastova A.,Hercog P.,65,123,1040,635,2021
Hard,2nd Round,Kudermetova V.,Samsonova L.,31,42,2045,1526,2021
Hard,2nd Round,Halep S.,Kostyuk M.,17,58,2982,1115,2021
Hard,2nd Round,Begu I.,Teichmann J.,61,39,1095,1650,2021
Hard,2nd Round,Anisimova A.,Giorgi C.,81,38,950,1660,2021
Hard,2nd Round,Pliskova Ka.,Frech M.,3,106,5285,728,2021
Hard,3rd Round,Sasnovich A.,Halep S.,100,17,760,2982,2021
Hard,3rd Round,Kontaveit A.,Andreescu B.,20,21,2616,2563,2021
Hard,3rd Round,Haddad Maia B.,Pliskova Ka.,115,3,688,5285,2021
Hard,3rd Round,Krejcikova B.,Anisimova A.,5,81,4668,950,2021
Hard,4th Round,Jabeur O.,Kalinskaya A.,14,151,3220,503,2021
Hard,Quarterfinals,Jabeur O.,Kontaveit A.,14,20,3220,2616,2021
Hard,Semifinals,Azarenka V.,Ostapenko J.,32,29,1856,2205,2021
Hard,1st Round,Tsurenko L.,Zheng Q.,145,158,511,474,2021
Hard,1st Round,Kalinina A.,Kasatkina D.,57,28,1070,2205,2021
Hard,2nd Round,Alexandrova E.,Kalinina A.,37,57,1641,1070,2021
Hard,2nd Round,Schmiedlova A.,Cristian J.,90,108,827,702,2021
Hard,2nd Round,Giorgi C.,Kovinic D.,36,74,1660,905,2021
Hard,Quarterfinals,Osorio M.,Zheng S.,63,86,1016,848,2021
Hard,1st Round,Gasanova A.,Teichmann J.,146,39,517,1620,2021
Hard,1st Round,Tsurenko L.,Prisacariu A.,127,342,590,184,2021
Hard,1st Round,Gracheva V.,Petkovic A.,81,75,880,919,2021
Hard,2nd Round,Raducanu E.,Bogdan A.,23,106,2568,726,2021
Hard,1st Round,Frech M.,Radwanska U.,102,210,773,332,2021
Hard,1st Round,Paolini J.,Di Giuseppe M.,56,288,1130,230,2021
Hard,1st Round,Cornet A.,Grabher J.,59,194,1080,350,2021
Hard,2nd Round,Paolini J.,Zheng S.,51,87,1190,848,2021
Hard,Round Robin,Badosa P.,Sakkari M.,10,6,3224,3760,2021
Hard,Semifinals,Muguruza G.,Badosa P.,5,10,4310,3224,2021
Hard,2nd Round,Rogers S.,Sakkari M.,40,6,1583,4385,2022
Hard,The Final,Barty A.,Rybakina E.,1,14,7582,2855,2022
Hard,1st Round,Konjuh A.,Martincova T.,67,48,998,1226,2022
Hard,1st Round,Zheng Q.,Hontama M.,126,150,596,483,2022
Hard,1st Round,Bondar A.,Siniakova K.,92,49,821,1220,2022
Hard,2nd Round,Konjuh A.,Kanepi K.,67,73,998,948,2022
Hard,2nd Round,Halep S.,Ruse E.G.,20,87,2576,859,2022
Hard,Quarterfinals,Halep S.,Golubic V.,20,43,2576,1422,2022
Hard,1st Round,Paolini J.,Schmiedlova A.,53,85,1178,867,2022
Hard,1st Round,Sevastova A.,Garcia C.,70,74,956,945,2022
Hard,2nd Round,Anisimova A.,Cirstea S.,78,39,890,1589,2022
Hard,1st Round,Zidansek T.,Watson H.,31,74,1876,949,2022
Hard,1st Round,Brengle M.,Potapova A.,59,67,1102,1025,2022
Hard,1st Round,Paolini J.,Sanders S.,52,135,1178,573,2022
Hard,2nd Round,Davis L.,Paolini J.,95,52,834,1178,2022
Hard,2nd Round,Samsonova L.,Parrizas Diaz N.,39,64,1542,1043,2022
Hard,1st Round,Kontaveit A.,Zhang S.,7,60,4351,1096,2022
Hard,1st Round,Rybakina E.,Raducanu E.,13,18,2980,2595,2022
Hard,2nd Round,Krejcikova B.,Cristian J.,4,73,5008,954,2022
Hard,1st Round,Brengle M.,Yastremska D.,54,144,1132,502,2022
Hard,1st Round,Zanevska M.,Juvan K.,80,89,892,858,2022
Hard,1st Round,Bronzetti L.,Gracheva V.,142,78,511,907,2022
Hard,1st Round,Kudermetova V.,Liu C.,32,93,1695,838,2022
Hard,1st Round,Barty A.,Tsurenko L.,1,119,7111,634,2022
Hard,1st Round,Kontaveit A.,Siniakova K.,7,48,4231,1220,2022
Hard,1st Round,Halep S.,Frech M.,15,102,2657,744,2022
Hard,1st Round,Konjuh A.,Rogers S.,58,36,1063,1583,2022
Hard,1st Round,Zhang S.,Golubic V.,74,40,946,1452,2022
Hard,1st Round,Sabalenka A.,Sanders S.,2,128,5698,581,2022
Hard,1st Round,Collins D.,Dolehide C.,30,200,1911,342,2022
Hard,2nd Round,Azarenka V.,Teichmann J.,25,34,2166,1620,2022
Hard,2nd Round,Vondrousova M.,Samsonova L.,41,37,1447,1577,2022
Hard,2nd Round,Kasatkina D.,Linette M.,23,53,2360,1142,2022
Hard,2nd Round,Zhang S.,Rybakina E.,74,12,946,2765,2022
Hard,3rd Round,Kanepi K.,Inglis M.,115,133,673,573,2022
Hard,4th Round,Kanepi K.,Sabalenka A.,115,2,673,5698,2022
Hard,Quarterfinals,Keys M.,Krejcikova B.,51,4,1153,5213,2022
Hard,2nd Round,Kontaveit A.,Cirstea S.,9,31,3871,1612,2022
Hard,1st Round,Ostapenko J.,Kenin S.,21,90,2225,771,2022
Hard,1st Round,Ruse E.G.,Badosa P.,59,5,991,4429,2022
Hard,1st Round,Teichmann J.,Mertens E.,35,22,1470,2190,2022
Hard,2nd Round,Kvitova P.,Sabalenka A.,25,2,2065,5698,2022
Hard,1st Round,Cirstea S.,Sherif M.,31,64,1607,949,2022
Hard,1st Round,Pegula J.,Siniakova K.,17,48,2339,1120,2022
Hard,1st Round,Mertens E.,Paolini J.,26,44,1841,1153,2022
Hard,3rd Round,Gauff C.,Badosa P.,23,78,2051,821,2022
Hard,1st Round,Wang Q.,Davis L.,144,87,459,792,2022
Hard,2nd Round,Wang Q.,Tan H.,144,104,459,668,2022
Hard,Quarterfinals,Bouzkova M.,Sorribes Tormo S.,96,32,743,1588,2022
Hard,2nd Round,Cirstea S.,Voegele S.,30,144,1666,442,2022
Hard,2nd Round,Garcia C.,Trevisan M.,74,92,885,754,2022
Hard,The Final,Zhang S.,Yastremska D.,64,140,975,462,2022
Hard,1st Round,Zheng Q.,Bronzetti L.,77,102,852,649,2022
Hard,The Final,Fernandez L.A.,Osorio M.,21,44,2066,1192,2022
Hard,1st Round,Garcia C.,Yastremska D.,66,103,935,641,2022
